"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1976075103176884627","Wed Oct 08 23:59:52 +0000 2025","32","WATCH: Gov. JB Pritzker claims President Trump always chickens out after he called for his arrest. We've done nothing wrong here. And very importantly it's Donald Trump that is breaching the Constitution breaking the law. We're taking him to court. https://t.co/C7jXkNkvW3","1976075103176884627","https://pbs.twimg.com/amplify_video_thumb/1975979795277115392/img/3vRPpvvpiWlkRJqH.jpg","","en","","2","16","3","https://x.com/undefined/status/1976075103176884627","1441965051414339586",
"1976075098697462114","Wed Oct 08 23:59:51 +0000 2025","66","Trump raised the Bar and the rest ... https://t.co/K1tESzo5fg","1976075098697462114","https://pbs.twimg.com/media/G2xt1JiXYAACbSO.jpg","","en","","1","11","17","https://x.com/undefined/status/1976075098697462114","1646706148257529865",
"1976075095753077041","Wed Oct 08 23:59:51 +0000 2025","202","Sen FETTERMAN votes NO on the War Powers Resolution that would require Congressional approval before the Trump admin conducted additional military strikes in the Caribbean.","1976075095753077041","","","en","","25","41","78","https://x.com/undefined/status/1976075095753077041","14007532",
"1976075075746250859","Wed Oct 08 23:59:46 +0000 2025","88","President Trump Beats Democrats AGAIN - Massive Court Victory READ THE FULL ARTICLE BELOW: https://t.co/QfSJPinVX1","1976075075746250859","https://pbs.twimg.com/media/G2xtzoAWcAAEyhL.jpg","","en","","0","3","63","https://x.com/undefined/status/1976075075746250859","1798808895965847552",
"1976075060717945219","Wed Oct 08 23:59:42 +0000 2025","613","Trump Announces Israel Hamas PEACE PLAN SIGNED Israel To WITHDRAW Troops | Timcast IRL https://t.co/tUSBYgt21k","1976075060717945219","","","en","","1","66","59","https://x.com/undefined/status/1976075060717945219","27000730",
"1976075059627512257","Wed Oct 08 23:59:42 +0000 2025","54","Trump Announces Israel Hamas PEACE PLAN SIGNED Israel To WITHDRAW Troops | Timcast IRL https://t.co/V5IoAm746Z","1976075059627512257","","","en","","0","2","8","https://x.com/undefined/status/1976075059627512257","1448659775848214533",
"1976075014714818743","Wed Oct 08 23:59:31 +0000 2025","112","President Trump says he will come to Israel on Sunday and address the Knesset.","1976075014714818743","","","en","","1","1","12","https://x.com/undefined/status/1976075014714818743","799695895",
"1976074997069381777","Wed Oct 08 23:59:27 +0000 2025","6","Hamas are declaring victory! I warned everyone Trump is the Hamasnik candidate. In 2017 Trump lifted Egypt s arms embargo resulting in Hamas getting armed for Oct 7th. Now Hamas are being SAVED by DONALD TRUMP to do another Oct 7th genocide! No refunds for dumbass MAGA Israelis! https://t.co/JCFilN1gqr","1976074997069381777","https://pbs.twimg.com/tweet_video_thumb/G2xtvCEWUAAt_7u.jpg","","en","","0","2","2","https://x.com/undefined/status/1976074997069381777","1357756436223320066",
"1976074979293774292","Wed Oct 08 23:59:23 +0000 2025","23","JUST IN: Republicans vote down Dems push to overturn Trump s energy emergency declaration https://t.co/Ropi7NJb3D","1976074979293774292","","","en","","0","12","8","https://x.com/undefined/status/1976074979293774292","1917731",
"1976074961308819627","Wed Oct 08 23:59:19 +0000 2025","9","Peace through strength works. Thank you President Trump for delivering this first crucial step to peace!","1976074961308819627","","","en","","0","0","4","https://x.com/undefined/status/1976074961308819627","1327272962681163776",
"1976074950458081548","Wed Oct 08 23:59:16 +0000 2025","220","Jeremy Scahill is posting behind-the-scenes details on the negotiations in the thread below. For breaking updates and full coverage of the agreement announced by Trump Hamas and other Palestinian factions follow this thread and Drop Site s main Twitter/X feed. Thread ⬇️","1976074950458081548","","","en","","1","3","70","https://x.com/undefined/status/1976074950458081548","1776269230159147008",
"1976074926886093260","Wed Oct 08 23:59:10 +0000 2025","5","While democrats keep the government shutdown hurting millions of Americans President Trump brings WORLD PEACE!","1976074926886093260","","","en","","0","0","2","https://x.com/undefined/status/1976074926886093260","1527088116678336514",
"1976074913711783986","Wed Oct 08 23:59:07 +0000 2025","160","What s something you d do on your first day as Governor? Mikie: I d join the lawsuit against Trump Jack: I d lower your energy costs by pulling out of RGGI What an Airball! Not much improvement from June 11! https://t.co/s9TZjeCCq4","1976074913711783986","https://pbs.twimg.com/amplify_video_thumb/1976074858988466176/img/f1xjETjT9uaEAYQN.jpg","","en","","1","8","52","https://x.com/undefined/status/1976074913711783986","1882590115148554240",
"1976074899979681850","Wed Oct 08 23:59:04 +0000 2025","243","Give President Trump the Nobel Peace Prize! https://t.co/KINY4k2s8H","1976074899979681850","https://pbs.twimg.com/media/G2xtpgfWUAAZXcV.jpg","","en","","0","11","35","https://x.com/undefined/status/1976074899979681850","1249148165112160257",
"1976074878605459625","Wed Oct 08 23:58:59 +0000 2025","1900","Yet another incident that would ve gotten any other president immediately impeached that is only the 127th worst thing Trump has done in 2025.","1976074878605459625","","","en","","11","55","588","https://x.com/undefined/status/1976074878605459625","1298372735383605249",
"1976074851699093780","Wed Oct 08 23:58:52 +0000 2025","1423","Every reporter who stands in front of Trump a member of his cabinet or a Republican lawmaker should ask them on camera who is the head of Antifa? Just ask them.","1976074851699093780","","","en","","6","52","368","https://x.com/undefined/status/1976074851699093780","255812611",
"1976074842211491884","Wed Oct 08 23:58:50 +0000 2025","36","Trump is expected to arrive in Israel on Sunday","1976074842211491884","","","en","","0","1","4","https://x.com/undefined/status/1976074842211491884","23077092",
"1976074838990295194","Wed Oct 08 23:58:49 +0000 2025","456","Remember the guy who said yesterday that Barney costumes in Portland were used to sanitize Antifa and make them appear family friendly? The douchelord is briefing Trump on Antifa today. These are Trump's experts https://t.co/yi4dAknGBS","1976074838990295194","https://pbs.twimg.com/media/G2xtlSWaAAIHqdB.jpg","","en","","12","59","127","https://x.com/undefined/status/1976074838990295194","1022607863703732224",
"1976074832556196022","Wed Oct 08 23:58:48 +0000 2025","862"," BREAKING: President Trump will arrive in Israel on Sunday and will address the Israeli Knesset in Jerusalem. (Ynet)","1976074832556196022","","","en","","7","11","93","https://x.com/undefined/status/1976074832556196022","16330790",
"1976074824704459001","Wed Oct 08 23:58:46 +0000 2025","21","President trump america. Good morning dear https://t.co/zOxwhdxXKM","1976074824704459001","https://pbs.twimg.com/media/G2xtk3kWsAAUpGH.jpg","","en","","0","20","1","https://x.com/undefined/status/1976074824704459001","1802952040227995648",
"1976074813346074775","Wed Oct 08 23:58:43 +0000 2025","6","US President Donald Trump posts I am very proud to announce that Israel and Hamas have both signed off on the first phase of our Peace Plan. This means that ALL of the hostages will be released very soon and Israel will withdraw their troops to an agreed-upon line as the first https://t.co/8XgnLA4q9b","1976074813346074775","https://pbs.twimg.com/media/G2xtKmCW0AAGr9i.jpg","","en","","0","1","2","https://x.com/undefined/status/1976074813346074775","240649814",
"1976074734287847557","Wed Oct 08 23:58:25 +0000 2025","221","The script these people are talking about are Donald Trump's Truth Social post. So now its a problem that two people read the same post from the President? Give me a break.","1976074734287847557","","","en","","2","20","29","https://x.com/undefined/status/1976074734287847557","3103505578",
"1976074726809149622","Wed Oct 08 23:58:23 +0000 2025","1180","'A GREAT DAY FOR ISRAEL': Israeli Prime Minister Benjamin Netanyahu thanked President Trump for brokering the peace agreement between Hamas and Israel ensuring the return of the hostages and an end to the war. https://t.co/LuAXSKklkq","1976074726809149622","https://pbs.twimg.com/media/G2xtaOVXAAAy72e.jpg","","en","","19","158","308","https://x.com/undefined/status/1976074726809149622","1367531",
"1976074686321811520","Wed Oct 08 23:58:13 +0000 2025","18","Tell me again how our conservatives aren't playing straight from the Trump playbook.","1976074686321811520","","","en","","0","0","5","https://x.com/undefined/status/1976074686321811520","235717819",
"1976074684614705212","Wed Oct 08 23:58:13 +0000 2025","24","Senator Grassley: Have you ever authorized someone else at the FBI to be an anonymous source in News Reports about the Trump investigation or the Clinton Investigation? James Comey: NO. https://t.co/ltNCOxYkik","1976074684614705212","https://pbs.twimg.com/amplify_video_thumb/1976073796303065088/img/bcXK2HOZ1ckyULS7.jpg","","en","","0","1","10","https://x.com/undefined/status/1976074684614705212","1038878211805990912",
"1976074676028965253","Wed Oct 08 23:58:11 +0000 2025","46"," Peace through strength! Thank you President Trump for bringing peace to this matter. https://t.co/s4lpCYNHOy","1976074676028965253","https://pbs.twimg.com/media/G2xtcfyWsAAjMpb.jpg","","en","","0","4","7","https://x.com/undefined/status/1976074676028965253","1544919640954085377",
"1976074654973641070","Wed Oct 08 23:58:06 +0000 2025","7","#𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆: N12 News: Trump is expected to arrive in Israel early next week with an estimate that he will speak in the Knesset after being invited by Prime Minister Netanyahu.","1976074654973641070","","","en","","0","4","0","https://x.com/undefined/status/1976074654973641070","2905914372",
"1976074649659416615","Wed Oct 08 23:58:04 +0000 2025","7","Star Trek is all about Infinite Diversity in Infinite Combinations so if you're one of the losers saying 'You can't be a Trekkie because you're a Republican and voted for Trump ' then you are actually the one who isn't a Trekkie. This is the only logical conclusion.","1976074649659416615","","","en","","0","0","0","https://x.com/undefined/status/1976074649659416615","2829797927",
"1976074643820933410","Wed Oct 08 23:58:03 +0000 2025","24","BREAKING: A federal appeals court lifted Judge Immergut s blocking Trump from federalizing Oregon s National Guard troops.","1976074643820933410","","","en","","0","1","3","https://x.com/undefined/status/1976074643820933410","542962969",
"1976074620953604377","Wed Oct 08 23:57:57 +0000 2025","21","Chicago protestors are headed north on Michigan ave towards Trump tower. https://t.co/JPIjTZZVi7","1976074620953604377","https://pbs.twimg.com/amplify_video_thumb/1976074546932305920/img/zx5hAEXFRRzRuvxX.jpg","","en","","0","4","9","https://x.com/undefined/status/1976074620953604377","1305792305539026948",
"1976074604646211988","Wed Oct 08 23:57:54 +0000 2025","595","Brandi Kruse: I even think I got a little more attractive after I got rid of my Trump Derangement Syndrome. President Trump: Very attractive. https://t.co/Fpc00cNKoJ","1976074604646211988","https://pbs.twimg.com/amplify_video_thumb/1976024308326555648/img/mOxsBGqkEPjiQ-Nd.jpg","","en","","2","27","58","https://x.com/undefined/status/1976074604646211988","1390762874809761793",
"1976074585381667142","Wed Oct 08 23:57:49 +0000 2025","26","Jack Ciattarelli claims he never touted Trump's Supreme Court. Fact check: FALSE. Another lie from Jack. #NJGov","1976074585381667142","","","en","","0","0","21","https://x.com/undefined/status/1976074585381667142","222481411",
"1976074545095143432","Wed Oct 08 23:57:39 +0000 2025","6","TRUMP: Self-admitted SEXUAL PREDATOR adjudged SEXUAL ABUSER &amp; PROTECTOR of PEDOPHILES Epstein &amp; Maxwell! Listed Below are 8 pieces of EVIDENCE proving that Trump was Epstein's close friend &amp; that he committed Sexual Misconduct with Epstein's victims: 1/Former model https://t.co/zpJVFyj1P4","1976074545095143432","https://pbs.twimg.com/media/G2xtU52WsAAtMeK.jpg","","en","","0","2","4","https://x.com/undefined/status/1976074545095143432","1114290414104850432",
"1976074527030608242","Wed Oct 08 23:57:35 +0000 2025","5","can trump like not idk he wants me to be homeless and i don t want that my room is really cute","1976074527030608242","","","en","","0","0","0","https://x.com/undefined/status/1976074527030608242","1649898332368535552",
"1976074472483586397","Wed Oct 08 23:57:22 +0000 2025","346","You told us immediately afterwards that Kirk was killed by a 'trans network' of the 'Left' and there was no evidence Israel was involved (not that you bothered to look). You wanted the feds to 'kick down doors'. You change your claims with the wind to fit the Trump agenda and","1976074472483586397","","","en","","2","44","46","https://x.com/undefined/status/1976074472483586397","66643970",
"1976074418200924468","Wed Oct 08 23:57:09 +0000 2025","47","Illinois Lt. Governor: If Donald Trump thinks by arresting JB Pritzker that this fight is over he is sorely mistaken. He's gonna have to come through me next! https://t.co/W0OCK2TZLq","1976074418200924468","https://pbs.twimg.com/amplify_video_thumb/1976021841358589952/img/rpJjgjb7xkeANLly.jpg","","en","","7","179","13","https://x.com/undefined/status/1976074418200924468","10774652",
"1976074409359372741","Wed Oct 08 23:57:07 +0000 2025","10","PEACE AND SAFETY: Hamas accepts the Trump peace plan agreeing to return hostages! #peaceandsafety #peacetreaty #mideastpeace #hamasandisrael #BreakingNews Read More: https://t.co/gaW1PeM4nq https://t.co/RGe8Hn7uAe","1976074409359372741","https://pbs.twimg.com/media/G2xs9vrWcAAdpfu.jpg","","en","","0","1","7","https://x.com/undefined/status/1976074409359372741","299776368",
"1976074404472975797","Wed Oct 08 23:57:06 +0000 2025","15","Netanyahu Thanks Trump For Leadership Partnership And Commitment To Israel's Safety And Hostages' Freedom","1976074404472975797","","","en","","1","7","0","https://x.com/undefined/status/1976074404472975797","3295423333",
"1976074367441437184","Wed Oct 08 23:56:57 +0000 2025","14","This is fucking insane. There is no ANTIFA organisation. It does not exist. What we're witnessing here is the planned and fake criminalisation of anyone who opposes Trump/MAGA. They are announcing their intention to jail their opponents &amp; to declare martial law.","1976074367441437184","","","en","","0","0","8","https://x.com/undefined/status/1976074367441437184","56798488",
"1976074361611382953","Wed Oct 08 23:56:56 +0000 2025","16","They re Governing a reality TV series. And we are the poor bastards that are going to suffer because they want to be Stars. And Lara Trump thinks she can sing. I m done with these fucking sick twisted MAGATS.","1976074361611382953","","","en","","0","0","6","https://x.com/undefined/status/1976074361611382953","1348691356059897861",
"1976074303419621629","Wed Oct 08 23:56:42 +0000 2025","9","If mankind survives Trump will go down as just another sociopathic loser who failed his way to the top in a corrupt system that rewarded scum like him who'd rather see the world burn than improve it for anyone but himself and the billionaire capitalist pigs he really worked for.","1976074303419621629","","","en","","1","1","0","https://x.com/undefined/status/1976074303419621629","1291121231211585537",
"1976074283337097602","Wed Oct 08 23:56:37 +0000 2025","38","Israeli Prime Minister Netanyahu: With the approval of the first phase of the plan all our hostages will be brought home. This is a diplomatic success and a national and moral victory for the State of Israel. I thank President Trump for his leadership his partnership and his","1976074283337097602","","","en","","1","3","8","https://x.com/undefined/status/1976074283337097602","1322420269",
"1976074279239417903","Wed Oct 08 23:56:36 +0000 2025","584","Even Left-wing MSM outlets are being forced to admit this is a massive achievement. There will be many why try to spin this as a negative or try to claim Trump didn t do anything but it s going to be very difficult for the MSM to deny this one. https://t.co/Skb11rsWrr","1976074279239417903","https://pbs.twimg.com/amplify_video_thumb/1976067902106112000/img/PlC26eJPoeT63vrR.jpg","","en","","4","17","125","https://x.com/undefined/status/1976074279239417903","1313536464022646786",
"1976074276009816509","Wed Oct 08 23:56:35 +0000 2025","89","In a debate about local New Jersey governance Mike Sherrill has mentioned Trump 13+ times. Jack is focused on the issues themselves.","1976074276009816509","","","en","","0","3","13","https://x.com/undefined/status/1976074276009816509","1796948479794692097",
"1976074254589567032","Wed Oct 08 23:56:30 +0000 2025","7","Netanyahu Thanks Trump for Support in Reaching Important Turning Point Through Strong Military Action and Determination","1976074254589567032","","","en","","0","5","1","https://x.com/undefined/status/1976074254589567032","3295423333",
"1976074222410817627","Wed Oct 08 23:56:22 +0000 2025","14","Donald Trump is now called the President of Peace that s absolute bullshit.","1976074222410817627","","","en","","0","1","5","https://x.com/undefined/status/1976074222410817627","753642516021469184",
"1976074175933710446","Wed Oct 08 23:56:11 +0000 2025","12","Hamas accepts Trump peace plan ending 2 years of war in Gaza returning hostages: ABC A momentous day for the world and for President Trump there are no negatives ","1976074175933710446","","","en","","0","0","1","https://x.com/undefined/status/1976074175933710446","1423097510822768648",
"1976074171957281233","Wed Oct 08 23:56:10 +0000 2025","9","NEW: Prime Minister Benjamin Netanyahu just spoke with U.S. President Donald Trump. The two held a very emotional and warm conversation congratulating each other on the historic achievement of signing the agreement for the release of all the hostages. The Prime Minister thanked","1976074171957281233","","","en","","0","0","1","https://x.com/undefined/status/1976074171957281233","2623540653",
"1976074149425709418","Wed Oct 08 23:56:05 +0000 2025","16","As sure as night follows day Israel will break the Trump ceasefire with some spurious excuse The difference now is that each time they do it they simply expose themselves as the real blocker to peace The world is no longer fooled by Israeli hasbara","1976074149425709418","","","en","","0","1","5","https://x.com/undefined/status/1976074149425709418","1513632851744501768",
"1976074112285250046","Wed Oct 08 23:55:56 +0000 2025","38","Many people keep saying @AlboMP is weak. Has it crossed your mind he is in fact a very strong &amp; evil man who is totally in sync with the Zionists Israel &amp; Trump? #AlboTheUndertaker","1976074112285250046","","","en","","1","6","9","https://x.com/undefined/status/1976074112285250046","1193360570080059393",
"1976074071885611511","Wed Oct 08 23:55:47 +0000 2025","701","Blessed are the Peacemakers! Thank you President Trump! MAHA","1976074071885611511","","","en","","2","20","48","https://x.com/undefined/status/1976074071885611511","1678052679052931073",
"1976074051316600968","Wed Oct 08 23:55:42 +0000 2025","6","The Republican shutdown has furloughed 750 000 federal workers limited millions of children's food assistance and moved us deeper into a full blown health care crisis. Yet Trump is using this disaster as an opportunity to deploy the National Guard to Democratic cities and claw","1976074051316600968","","","en","","0","3","1","https://x.com/undefined/status/1976074051316600968","1071102246",
"1976074039614726574","Wed Oct 08 23:55:39 +0000 2025","131","President Trump has a funny way of being controlled by Netanyahu by doing the complete opposite of what he would want https://t.co/CsSqDaHtRG","1976074039614726574","https://pbs.twimg.com/media/G2xsz9IXQAALppk.jpg","","en","","1","23","30","https://x.com/undefined/status/1976074039614726574","1586468304209575936",
"1976074026062839823","Wed Oct 08 23:55:36 +0000 2025","298","Former hostages Omer Shem Tov and Eliya Cohen kiss a bobblehead of President Trump 🇺🇸🇮🇱 https://t.co/ZH3BVc9ZNG","1976074026062839823","https://pbs.twimg.com/media/G2xsnvAXYAAuGdx.jpg","","en","","4","3","29","https://x.com/undefined/status/1976074026062839823","1327829216583442432",
"1976073994869801295","Wed Oct 08 23:55:28 +0000 2025","12","Do you AGREE with President Trump that Muslim Immigration is killing Europe. YES OR NO? https://t.co/wkPFhOmmII","1976073994869801295","https://pbs.twimg.com/media/G2xs0xgX0AARqyi.jpg","","en","","1","4","3","https://x.com/undefined/status/1976073994869801295","546436916",
"1976073994341118447","Wed Oct 08 23:55:28 +0000 2025","196","Trump along with several Arab states have announced that a ceasefire between Israel and Hamas has been agreed upon. The first steps of withdrawal are reported to be underway. I ve seen so many negotiations and ceasefires go sour lately that I will not be holding my breath but https://t.co/i13gnAoxnB","1976073994341118447","https://pbs.twimg.com/media/G2xsu4SWgAAF9dx.jpg","","en","","0","14","17","https://x.com/undefined/status/1976073994341118447","1512907688186826753",
"1976073978272940138","Wed Oct 08 23:55:24 +0000 2025","7","#BREAKING: President Trump and PM Netanyahu just had a call Axios The two congratulated each other on the historic achievement of signing the agreement for the release of all the hostages. The two agreed to continue their close cooperation. the Prime Minister invited https://t.co/vw0ENllIFr","1976073978272940138","https://pbs.twimg.com/media/G2xszaeaYAAgjxa.jpg","","en","","0","0","1","https://x.com/undefined/status/1976073978272940138","1890605159342125056",
"1976073976884674706","Wed Oct 08 23:55:24 +0000 2025","389","Mike Davis: Lindsey Halligan Is The New Star In The Trump Administration https://t.co/hTanmtV5Gz","1976073976884674706","","","en","","3","29","82","https://x.com/undefined/status/1976073976884674706","20394822",
"1976073950297010399","Wed Oct 08 23:55:18 +0000 2025","31","No leader in modern history has done more to earn the Nobel Peace Prize than President Donald J. Trump. https://t.co/C80idm7g4d","1976073950297010399","https://pbs.twimg.com/media/G2xsyOTXcAAkNEq.jpg","","en","","0","5","11","https://x.com/undefined/status/1976073950297010399","75367781",
"1976073919485575653","Wed Oct 08 23:55:10 +0000 2025","19","the real appeal of Trump getting a Nobel Peace Prize will be watching every lib choke on it. the entertainment value will be unparalleled. https://t.co/HlObYX58QG","1976073919485575653","https://pbs.twimg.com/amplify_video_thumb/1976063057596981248/img/alGWjRjon1IZ1nNI.jpg","","en","","0","1","1","https://x.com/undefined/status/1976073919485575653","19906982",
"1976073900665585691","Wed Oct 08 23:55:06 +0000 2025","42","President Trump announced on social media that Israel and Hamas have both signed off on the first phase of a peace plan. https://t.co/eourMd5V5Y https://t.co/gOcYxr1ToO","1976073900665585691","https://pbs.twimg.com/media/G2xsvF-W4AAGHCL.jpg","","en","","0","30","9","https://x.com/undefined/status/1976073900665585691","28785486",
"1976073875491258704","Wed Oct 08 23:55:00 +0000 2025","424","🇮🇱🇺🇸Trump is expected to arrive in Israel early next week.","1976073875491258704","","","en","","2","5","43","https://x.com/undefined/status/1976073875491258704","1632538868359606277",
"1976073860966682837","Wed Oct 08 23:54:56 +0000 2025","541","What is happening this month bru Geno might have covid 19 CDArchive is gone Lucasbluddy exposed once again Souls ludicrous document HJD Skin scrapped Bluudud LMS scrapped Mystic Jason chase scrapped Trump wanting to basically torture LGBTQ teens ITS TOO MUCH","1976073860966682837","","","en","","5","28","66","https://x.com/undefined/status/1976073860966682837","1878951968976326656",
"1976073850216722709","Wed Oct 08 23:54:54 +0000 2025","25","BREAKING: N12 News: Trump is expected to arrive in Israel early next week with an estimate that he will speak in the Knesset after being invited by Prime Minister Netanyahu.","1976073850216722709","","","en","","0","1","6","https://x.com/undefined/status/1976073850216722709","1480650450332495877",
"1976073842931184120","Wed Oct 08 23:54:52 +0000 2025","43","Trump vows to 'smash the gang' of Antifa-inspired left-wing terror. Jonathan Choe tells Bev Turner that Antifa are 'absolutely real' decentralised and even indirectly funded by US taxpayers. 'They ve become the muscle for far-left groups' @ChoeShow|@BeverleyTurner https://t.co/8FFV8hKa3B","1976073842931184120","https://pbs.twimg.com/amplify_video_thumb/1976070706547802112/img/HgxiPSmOFF3kOmwX.jpg","","en","","1","9","12","https://x.com/undefined/status/1976073842931184120","1339166129110065152",
"1976073787037843850","Wed Oct 08 23:54:39 +0000 2025","85","TUNE IN: Dan Turrentine went off at Katie Porter. She doesn't respect Trump voters and she didn't respect those type of questions. You just can't talk to people like that It's why so many people dislike her and disliked her in Congress! https://t.co/MNPQ3hX3pF","1976073787037843850","https://pbs.twimg.com/amplify_video_thumb/1975959384485142528/img/RkDKx1UIBtDITsjC.jpg","","en","","1","6","6","https://x.com/undefined/status/1976073787037843850","1441965051414339586",
"1976073771669913719","Wed Oct 08 23:54:35 +0000 2025","26","Dark Brandon &gt;&gt;&gt;&gt;&gt; Trump","1976073771669913719","","","en","","0","4","0","https://x.com/undefined/status/1976073771669913719","1750946867704176641",
"1976073763038036022","Wed Oct 08 23:54:33 +0000 2025","6","Just: Cut spending and taxes. Fix immigration. Keep us physically and financially out of war. Reduce crime. That s it. Zimbabwe-ing us with a Trump-flation $250 bill isn t a great look for the country or the person on it.","1976073763038036022","","","en","","0","2","0","https://x.com/undefined/status/1976073763038036022","1105945991323107328",
"1976073716271546454","Wed Oct 08 23:54:22 +0000 2025","53","I love the Trump story and I feel bad for people who are choosing a delusion and missing it.","1976073716271546454","","","en","","0","2","2","https://x.com/undefined/status/1976073716271546454","122410165",
"1976073706238771330","Wed Oct 08 23:54:19 +0000 2025","14","In fairness to Matt too scummy even for a Trump administration is the sort of branding that really limits his grift options.","1976073706238771330","","","en","","0","0","2","https://x.com/undefined/status/1976073706238771330","475404591",
"1976073636864983495","Wed Oct 08 23:54:03 +0000 2025","35","Can Trump make federal transportation funding contingent on no new bike lanes?","1976073636864983495","","","en","","1","2","1","https://x.com/undefined/status/1976073636864983495","792393470782636032",
"1976073633710866575","Wed Oct 08 23:54:02 +0000 2025","67","In Trump we trust 🇺🇸🇮🇱 https://t.co/i8CK6U5cXK","1976073633710866575","https://pbs.twimg.com/media/G2xsfulWoAAtlli.jpg","","en","","0","3","3","https://x.com/undefined/status/1976073633710866575","2950230882",
"1976073630741405704","Wed Oct 08 23:54:01 +0000 2025","10","God bless President Trump and God bless the United States of America. 🇺🇸","1976073630741405704","","","en","","0","0","0","https://x.com/undefined/status/1976073630741405704","405579267",
"1976073615209836897","Wed Oct 08 23:53:58 +0000 2025","74","President Trump ran on restoring peace at home and abroad. As of tonight the Middle East is approaching peace. Now Hamas must release all the hostages without delay. It's been two long years these hostages have been held inhumanely by terrorists. It's past time they came home.","1976073615209836897","","","en","","3","11","13","https://x.com/undefined/status/1976073615209836897","1610027469205082114",
"1976073607609753665","Wed Oct 08 23:53:56 +0000 2025","10","pedo trump giving 20 billion to this ","1976073607609753665","","","en","","0","1","3","https://x.com/undefined/status/1976073607609753665","1345940180",
"1976073587116454173","Wed Oct 08 23:53:51 +0000 2025","20"," | Argentine President Javier Milei announced that he will nominate Trump for the Nobel Peace Prize following the agreement between Israel and Hamas. https://t.co/KR0EZeTV1R","1976073587116454173","https://pbs.twimg.com/media/G2xsdCxX0AAxzGX.jpg","","en","","1","1","6","https://x.com/undefined/status/1976073587116454173","1316523898989617153",
"1976073583421161886","Wed Oct 08 23:53:50 +0000 2025","79","️Pro-Trump US lawmaker to meet with Putin's envoy this month. Republican Representative Anna Paulina Luna said on Oct. 8 that she will meet with Kirill Dmitriev to discuss peace and trade. Luna opposes all U.S. aid to Ukraine. https://t.co/1OVKambFcE","1976073583421161886","","","en","","0","20","29","https://x.com/undefined/status/1976073583421161886","1462548977367359490",
"1976073577079480605","Wed Oct 08 23:53:49 +0000 2025","7","CBC asking why President Trump isn't personally going to speak to Hamas like he does Netanyahu and Israel. HAMAS IS NOT THE LEGITIMATE GOVERNMENT OF PALESTINE https://t.co/XmO3crKCo7","1976073577079480605","https://pbs.twimg.com/tweet_video_thumb/G2xscD_aAAEWN1H.jpg","","en","","1","1","0","https://x.com/undefined/status/1976073577079480605","1366862333595811849",
"1976073537111851080","Wed Oct 08 23:53:39 +0000 2025","24","Phone call between President Trump and PM Netanyahu!! Bibi invites President Trump to deliver a speech before the Israeli Knesset (Parliament)","1976073537111851080","","","en","","0","1","8","https://x.com/undefined/status/1976073537111851080","117767974",
"1976073495630225704","Wed Oct 08 23:53:29 +0000 2025","28","Trump Netanyahu spoke over the phone congratulating each other on the historic achievement of signing the agreement for the release of all the hostages. Netanyahu thanked Trump for all his efforts and his global leadership and invited him to address the Israeli Parliament.","1976073495630225704","","","en","","0","3","7","https://x.com/undefined/status/1976073495630225704","51736360",
"1976073059087024613","Wed Oct 08 23:51:45 +0000 2025","112","Trump has consistently played along with the charade from Qatar Egypt and Turkey that they are mediators somehow distinct from Hamas's leadership and decision-making. At times this frustrated me but I'm beginning to think it may have been brilliant. Each of them has https://t.co/ae486wGXjO","1976073059087024613","https://pbs.twimg.com/media/G2xr2kAaAAIPgbd.jpg","","en","","2","26","16","https://x.com/undefined/status/1976073059087024613","919239647716286465",
"1976073043949547607","Wed Oct 08 23:51:41 +0000 2025","29","Prime Minister s Office: Prime Minister Benjamin Netanyahu just spoke with US President Donald Trump. The two had a very moving and warm conversation and congratulated each other on the historic achievement of signing the agreement to release all the hostages. The Prime Minister","1976073043949547607","","","en","","0","0","2","https://x.com/undefined/status/1976073043949547607","799695895",
"1976073032222511607","Wed Oct 08 23:51:39 +0000 2025","29","Israel &amp; Hamas agree to Phase 1 of President Trump s Gaza peace plan. https://t.co/25oiEJa5Hh","1976073032222511607","https://pbs.twimg.com/media/G2xr8jcWgAAOPRz.jpg","","en","","0","1","9","https://x.com/undefined/status/1976073032222511607","828808948010487809",
"1976073026367328484","Wed Oct 08 23:51:37 +0000 2025","79","Trump announces Israel and Hamas signed off on phase one of Gaza peace plan: Hostages will be released very soon (watch; the Red/Green Alliance will still riot)","1976073026367328484","","","en","","0","8","6","https://x.com/undefined/status/1976073026367328484","66019768",
"1976073020851769627","Wed Oct 08 23:51:36 +0000 2025","16","My statement after Senate Republicans blocked my legislation with @SenatorHeinrich to undo a key plank of Trump s corrupt cost-raising job-killing energy agenda: https://t.co/c4WfzmOCVK","1976073020851769627","https://pbs.twimg.com/media/G2xr7-uXQAA7Ysw.jpg","","en","","0","31","2","https://x.com/undefined/status/1976073020851769627","1561739334230892544",
